service,operation,formula,variant,variant_category,case_id,identifiable,target_projection,payload_projection,candidate,unsigned_candidate,direct_observable,provenance_only,reject_all_relations,hidden_valid,hidden_state_upper_bound
git,reminder_delete,payload_literal,forbidden_p1,service,reminder_delete--forbidden_p1,True,identity,identity,False,False,False,False,False,False,False
git,reminder_delete,payload_literal,forbidden_p2,service,reminder_delete--forbidden_p2,True,identity,identity,False,False,False,False,False,False,False
git,reminder_delete,payload_literal,forbidden_both,service,reminder_delete--forbidden_both,True,identity,identity,False,False,False,False,False,False,False
git,reminder_delete,payload_literal,target_constant_p1_0,service,reminder_delete--target_constant_p1_0,True,identity,identity,True,True,True,True,False,True,True
git,reminder_delete,payload_literal,target_constant_p1_1,service,reminder_delete--target_constant_p1_1,True,identity,identity,True,True,True,True,False,True,True
git,reminder_delete,payload_literal,target_constant_p2_0,service,reminder_delete--target_constant_p2_0,True,identity,identity,True,True,True,True,False,True,True
git,reminder_delete,payload_literal,target_constant_p2_1,service,reminder_delete--target_constant_p2_1,True,identity,identity,True,True,True,True,False,True,True
git,reminder_delete,payload_literal,target_constant_both_0,service,reminder_delete--target_constant_both_0,True,identity,identity,True,True,True,True,False,True,True
git,reminder_delete,payload_literal,target_constant_both_1,service,reminder_delete--target_constant_both_1,True,identity,identity,True,True,True,True,False,True,True
git,reminder_delete,payload_literal,payload_constant_p1_0,service,reminder_delete--payload_constant_p1_0,True,identity,identity,True,True,True,True,False,True,True
git,reminder_delete,payload_literal,payload_constant_p1_1,service,reminder_delete--payload_constant_p1_1,True,identity,identity,False,False,False,True,False,False,False
git,reminder_delete,payload_literal,payload_constant_p2_0,service,reminder_delete--payload_constant_p2_0,True,identity,identity,True,True,True,True,False,True,True
git,reminder_delete,payload_literal,payload_constant_p2_1,service,reminder_delete--payload_constant_p2_1,True,identity,identity,True,True,True,True,False,True,True
git,reminder_delete,payload_literal,payload_constant_both_0,service,reminder_delete--payload_constant_both_0,True,identity,identity,True,True,True,True,False,True,True
git,reminder_delete,payload_literal,payload_constant_both_1,service,reminder_delete--payload_constant_both_1,True,identity,identity,False,False,False,True,False,False,False
git,reminder_delete,payload_literal,target_flip_p1,service,reminder_delete--target_flip_p1,True,identity,identity,True,True,True,True,False,True,True
git,reminder_delete,payload_literal,target_flip_p2,service,reminder_delete--target_flip_p2,True,identity,identity,True,True,True,True,False,True,True
git,reminder_delete,payload_literal,target_flip_both,service,reminder_delete--target_flip_both,True,identity,identity,True,True,True,True,False,True,True
git,reminder_delete,payload_literal,payload_flip_p1,service,reminder_delete--payload_flip_p1,True,identity,identity,False,False,False,True,False,False,False
git,reminder_delete,payload_literal,payload_flip_p2,service,reminder_delete--payload_flip_p2,True,identity,identity,True,True,True,True,False,True,True
git,reminder_delete,payload_literal,payload_flip_both,service,reminder_delete--payload_flip_both,True,identity,identity,False,False,False,True,False,False,False
git,reminder_delete,payload_literal,target_from_payload_p1,service,reminder_delete--target_from_payload_p1,True,identity,identity,True,True,True,True,False,True,True
git,reminder_delete,payload_literal,target_from_payload_p2,service,reminder_delete--target_from_payload_p2,True,identity,identity,True,True,True,True,False,True,True
git,reminder_delete,payload_literal,target_from_payload_both,service,reminder_delete--target_from_payload_both,True,identity,identity,True,True,True,True,False,True,True
git,reminder_delete,payload_literal,payload_from_target_p1,service,reminder_delete--payload_from_target_p1,True,identity,identity,True,True,True,True,False,True,True
git,reminder_delete,payload_literal,payload_from_target_p2,service,reminder_delete--payload_from_target_p2,True,identity,identity,True,True,True,True,False,True,True
git,reminder_delete,payload_literal,payload_from_target_both,service,reminder_delete--payload_from_target_both,True,identity,identity,True,True,True,True,False,True,True
git,reminder_delete,payload_literal,observer_drop_p1,observer_loss,reminder_delete--observer_drop_p1,True,identity,identity,False,False,False,False,False,True,True
git,reminder_delete,payload_literal,observer_retry_duplicate_p1,observer_retry,reminder_delete--observer_retry_duplicate_p1,True,identity,identity,False,False,False,False,False,True,True
git,reminder_delete,payload_literal,undeclared_probe_local_projection,projection,reminder_delete--undeclared_probe_local_projection,True,identity,identity,True,True,True,True,False,True,True
git,reminder_delete,payload_literal,masked_missing_p1,observer_masking,reminder_delete--masked_missing_p1,True,identity,identity,True,True,True,True,False,False,False
git,reminder_delete,payload_literal,masked_duplicate_p1,observer_masking,reminder_delete--masked_duplicate_p1,True,identity,identity,True,True,True,True,False,False,False
git,reminder_delete,payload_literal,masked_target_flip_p1,observer_masking,reminder_delete--masked_target_flip_p1,True,identity,identity,True,True,True,True,False,True,True
git,reminder_delete,payload_literal,masked_forbidden_p1,observer_masking,reminder_delete--masked_forbidden_p1,True,identity,identity,True,True,True,True,False,False,False
git,quota_set,both_equal,clean,clean,quota_set--clean,True,global_bijection,global_bijection,True,True,True,True,False,True,True
git,quota_set,both_equal,missing_p1,service,quota_set--missing_p1,True,global_bijection,global_bijection,False,False,False,False,False,False,False
git,quota_set,both_equal,missing_p2,service,quota_set--missing_p2,True,global_bijection,global_bijection,False,False,False,False,False,False,False
git,quota_set,both_equal,missing_both,service,quota_set--missing_both,True,global_bijection,global_bijection,False,False,False,False,False,False,False
git,quota_set,both_equal,duplicate_p1,service,quota_set--duplicate_p1,True,global_bijection,global_bijection,False,False,False,False,False,False,False
git,quota_set,both_equal,duplicate_p2,service,quota_set--duplicate_p2,True,global_bijection,global_bijection,False,False,False,False,False,False,False
git,quota_set,both_equal,duplicate_both,service,quota_set--duplicate_both,True,global_bijection,global_bijection,False,False,False,False,False,False,False
git,quota_set,both_equal,forbidden_p1,service,quota_set--forbidden_p1,True,global_bijection,global_bijection,False,False,False,False,False,False,False
git,quota_set,both_equal,forbidden_p2,service,quota_set--forbidden_p2,True,global_bijection,global_bijection,False,False,False,False,False,False,False
git,quota_set,both_equal,forbidden_both,service,quota_set--forbidden_both,True,global_bijection,global_bijection,False,False,False,False,False,False,False
git,quota_set,both_equal,target_constant_p1_0,service,quota_set--target_constant_p1_0,True,global_bijection,global_bijection,True,True,True,True,False,True,True
git,quota_set,both_equal,target_constant_p1_1,service,quota_set--target_constant_p1_1,True,global_bijection,global_bijection,False,False,False,True,False,False,False
git,quota_set,both_equal,target_constant_p2_0,service,quota_set--target_constant_p2_0,True,global_bijection,global_bijection,True,True,True,True,False,True,True
git,quota_set,both_equal,target_constant_p2_1,service,quota_set--target_constant_p2_1,True,global_bijection,global_bijection,False,False,False,True,False,False,False
git,quota_set,both_equal,target_constant_both_0,service,quota_set--target_constant_both_0,True,global_bijection,global_bijection,True,True,True,True,False,True,True
git,quota_set,both_equal,target_constant_both_1,service,quota_set--target_constant_both_1,True,global_bijection,global_bijection,True,True,True,True,False,True,True
git,quota_set,both_equal,payload_constant_p1_0,service,quota_set--payload_constant_p1_0,True,global_bijection,global_bijection,False,False,False,True,False,False,False
git,quota_set,both_equal,payload_constant_p1_1,service,quota_set--payload_constant_p1_1,True,global_bijection,global_bijection,True,True,True,True,False,True,True
git,quota_set,both_equal,payload_constant_p2_0,service,quota_set--payload_constant_p2_0,True,global_bijection,global_bijection,False,False,False,True,False,False,False
git,quota_set,both_equal,payload_constant_p2_1,service,quota_set--payload_constant_p2_1,True,global_bijection,global_bijection,True,True,True,True,False,True,True
git,quota_set,both_equal,payload_constant_both_0,service,quota_set--payload_constant_both_0,True,global_bijection,global_bijection,True,True,True,True,False,True,True
git,quota_set,both_equal,payload_constant_both_1,service,quota_set--payload_constant_both_1,True,global_bijection,global_bijection,True,True,True,True,False,True,True
git,quota_set,both_equal,target_flip_p1,service,quota_set--target_flip_p1,True,global_bijection,global_bijection,False,False,False,True,False,False,False
git,quota_set,both_equal,target_flip_p2,service,quota_set--target_flip_p2,True,global_bijection,global_bijection,False,False,False,True,False,False,False
git,quota_set,both_equal,target_flip_both,service,quota_set--target_flip_both,True,global_bijection,global_bijection,True,True,True,True,False,True,True
git,quota_set,both_equal,payload_flip_p1,service,quota_set--payload_flip_p1,True,global_bijection,global_bijection,False,False,False,True,False,False,False
git,quota_set,both_equal,payload_flip_p2,service,quota_set--payload_flip_p2,True,global_bijection,global_bijection,False,False,False,True,False,False,False
git,quota_set,both_equal,payload_flip_both,service,quota_set--payload_flip_both,True,global_bijection,global_bijection,True,True,True,True,False,True,True
git,quota_set,both_equal,target_from_payload_p1,service,quota_set--target_from_payload_p1,True,global_bijection,global_bijection,False,False,False,True,False,False,False
git,quota_set,both_equal,target_from_payload_p2,service,quota_set--target_from_payload_p2,True,global_bijection,global_bijection,False,False,False,True,False,False,False
git,quota_set,both_equal,target_from_payload_both,service,quota_set--target_from_payload_both,True,global_bijection,global_bijection,True,True,True,True,False,True,True
git,quota_set,both_equal,payload_from_target_p1,service,quota_set--payload_from_target_p1,True,global_bijection,global_bijection,False,False,False,True,False,False,False
git,quota_set,both_equal,payload_from_target_p2,service,quota_set--payload_from_target_p2,True,global_bijection,global_bijection,False,False,False,True,False,False,False
git,quota_set,both_equal,payload_from_target_both,service,quota_set--payload_from_target_both,True,global_bijection,global_bijection,True,True,True,True,False,True,True
git,quota_set,both_equal,observer_drop_p1,observer_loss,quota_set--observer_drop_p1,True,global_bijection,global_bijection,False,False,False,False,False,True,True
git,quota_set,both_equal,observer_retry_duplicate_p1,observer_retry,quota_set--observer_retry_duplicate_p1,True,global_bijection,global_bijection,False,False,False,False,False,True,True
git,quota_set,both_equal,undeclared_probe_local_projection,projection,quota_set--undeclared_probe_local_projection,True,global_bijection,global_bijection,False,False,False,True,False,True,True
git,quota_set,both_equal,masked_missing_p1,observer_masking,quota_set--masked_missing_p1,True,global_bijection,global_bijection,True,True,True,True,False,False,False
git,quota_set,both_equal,masked_duplicate_p1,observer_masking,quota_set--masked_duplicate_p1,True,global_bijection,global_bijection,True,True,True,True,False,False,False
git,quota_set,both_equal,masked_target_flip_p1,observer_masking,quota_set--masked_target_flip_p1,True,global_bijection,global_bijection,True,True,True,True,False,False,False
git,quota_set,both_equal,masked_forbidden_p1,observer_masking,quota_set--masked_forbidden_p1,True,global_bijection,global_bijection,True,True,True,True,False,False,False
git,membership_add,either_equal,clean,clean,membership_add--clean,False,probe_local_bijection,global_bijection,False,False,False,True,False,True,True
git,membership_add,either_equal,missing_p1,service,membership_add--missing_p1,False,probe_local_bijection,global_bijection,False,False,False,False,False,False,False
git,membership_add,either_equal,missing_p2,service,membership_add--missing_p2,False,probe_local_bijection,global_bijection,False,False,False,False,False,False,False
git,membership_add,either_equal,missing_both,service,membership_add--missing_both,False,probe_local_bijection,global_bijection,False,False,False,False,False,False,False
git,membership_add,either_equal,duplicate_p1,service,membership_add--duplicate_p1,False,probe_local_bijection,global_bijection,False,False,False,False,False,False,False
git,membership_add,either_equal,duplicate_p2,service,membership_add--duplicate_p2,False,probe_local_bijection,global_bijection,False,False,False,False,False,False,False
git,membership_add,either_equal,duplicate_both,service,membership_add--duplicate_both,False,probe_local_bijection,global_bijection,False,False,False,False,False,False,False
git,membership_add,either_equal,forbidden_p1,service,membership_add--forbidden_p1,False,probe_local_bijection,global_bijection,False,False,False,False,False,False,False
git,membership_add,either_equal,forbidden_p2,service,membership_add--forbidden_p2,False,probe_local_bijection,global_bijection,False,False,False,False,False,False,False
git,membership_add,either_equal,forbidden_both,service,membership_add--forbidden_both,False,probe_local_bijection,global_bijection,False,False,False,False,False,False,False
git,membership_add,either_equal,target_constant_p1_0,service,membership_add--target_constant_p1_0,False,probe_local_bijection,global_bijection,False,False,False,True,False,True,True
git,membership_add,either_equal,target_constant_p1_1,service,membership_add--target_constant_p1_1,False,probe_local_bijection,global_bijection,False,False,True,True,False,False,False
git,membership_add,either_equal,target_constant_p2_0,service,membership_add--target_constant_p2_0,False,probe_local_bijection,global_bijection,False,False,False,True,False,True,True
git,membership_add,either_equal,target_constant_p2_1,service,membership_add--target_constant_p2_1,False,probe_local_bijection,global_bijection,False,False,True,True,False,False,False
git,membership_add,either_equal,target_constant_both_0,service,membership_add--target_constant_both_0,False,probe_local_bijection,global_bijection,False,False,False,True,False,True,True
git,membership_add,either_equal,target_constant_both_1,service,membership_add--target_constant_both_1,False,probe_local_bijection,global_bijection,False,False,False,True,False,True,True
git,membership_add,either_equal,payload_constant_p1_0,service,membership_add--payload_constant_p1_0,False,probe_local_bijection,global_bijection,False,False,False,True,False,True,True
git,membership_add,either_equal,payload_constant_p1_1,service,membership_add--payload_constant_p1_1,False,probe_local_bijection,global_bijection,False,False,True,True,False,True,True
git,membership_add,either_equal,payload_constant_p2_0,service,membership_add--payload_constant_p2_0,False,probe_local_bijection,global_bijection,False,False,True,True,False,True,True
git,membership_add,either_equal,payload_constant_p2_1,service,membership_add--payload_constant_p2_1,False,probe_local_bijection,global_bijection,False,False,False,True,False,True,True
git,membership_add,either_equal,payload_constant_both_0,service,membership_add--payload_constant_both_0,False,probe_local_bijection,global_bijection,False,False,True,True,False,True,True
git,membership_add,either_equal,payload_constant_both_1,service,membership_add--payload_constant_both_1,False,probe_local_bijection,global_bijection,False,False,True,True,False,True,True
git,membership_add,either_equal,target_flip_p1,service,membership_add--target_flip_p1,False,probe_local_bijection,global_bijection,False,False,True,True,False,False,False
git,membership_add,either_equal,target_flip_p2,service,membership_add--target_flip_p2,False,probe_local_bijection,global_bijection,False,False,True,True,False,False,False
git,membership_add,either_equal,target_flip_both,service,membership_add--target_flip_both,False,probe_local_bijection,global_bijection,False,False,False,True,False,True,True
git,membership_add,either_equal,payload_flip_p1,service,membership_add--payload_flip_p1,False,probe_local_bijection,global_bijection,False,False,True,True,False,True,True
git,membership_add,either_equal,payload_flip_p2,service,membership_add--payload_flip_p2,False,probe_local_bijection,global_bijection,False,False,True,True,False,True,True
git,membership_add,either_equal,payload_flip_both,service,membership_add--payload_flip_both,False,probe_local_bijection,global_bijection,False,False,False,True,False,True,True
git,membership_add,either_equal,target_from_payload_p1,service,membership_add--target_from_payload_p1,False,probe_local_bijection,global_bijection,False,False,False,True,False,True,True
git,membership_add,either_equal,target_from_payload_p2,service,membership_add--target_from_payload_p2,False,probe_local_bijection,global_bijection,False,False,True,True,False,False,False
git,membership_add,either_equal,target_from_payload_both,service,membership_add--target_from_payload_both,False,probe_local_bijection,global_bijection,False,False,True,True,False,False,False
git,membership_add,either_equal,payload_from_target_p1,service,membership_add--payload_from_target_p1,False,probe_local_bijection,global_bijection,False,False,False,True,False,True,True
git,membership_add,either_equal,payload_from_target_p2,service,membership_add--payload_from_target_p2,False,probe_local_bijection,global_bijection,False,False,True,True,False,True,True
git,membership_add,either_equal,payload_from_target_both,service,membership_add--payload_from_target_both,False,probe_local_bijection,global_bijection,False,False,True,True,False,True,True
git,membership_add,either_equal,observer_drop_p1,observer_loss,membership_add--observer_drop_p1,False,probe_local_bijection,global_bijection,False,False,False,False,False,True,True
git,membership_add,either_equal,observer_retry_duplicate_p1,observer_retry,membership_add--observer_retry_duplicate_p1,False,probe_local_bijection,global_bijection,False,False,False,False,False,True,True
git,membership_add,either_equal,undeclared_probe_local_projection,projection,membership_add--undeclared_probe_local_projection,False,probe_local_bijection,global_bijection,False,False,False,True,False,True,True
git,membership_add,either_equal,masked_missing_p1,observer_masking,membership_add--masked_missing_p1,False,probe_local_bijection,global_bijection,False,False,False,True,False,False,False
git,membership_add,either_equal,masked_duplicate_p1,observer_masking,membership_add--masked_duplicate_p1,False,probe_local_bijection,global_bijection,False,False,False,True,False,False,False
git,membership_add,either_equal,masked_target_flip_p1,observer_masking,membership_add--masked_target_flip_p1,False,probe_local_bijection,global_bijection,False,False,False,True,False,False,False
git,membership_add,either_equal,masked_forbidden_p1,observer_masking,membership_add--masked_forbidden_p1,False,probe_local_bijection,global_bijection,False,False,False,True,False,False,False
git,note_append,not_target_equal,clean,clean,note_append--clean,True,global_bijection,identity,True,True,True,True,False,True,True
git,note_append,not_target_equal,missing_p1,service,note_append--missing_p1,True,global_bijection,identity,False,False,False,False,False,False,False
git,note_append,not_target_equal,missing_p2,service,note_append--missing_p2,True,global_bijection,identity,False,False,False,False,False,False,False
git,note_append,not_target_equal,missing_both,service,note_append--missing_both,True,global_bijection,identity,False,False,False,False,False,False,False
git,note_append,not_target_equal,duplicate_p1,service,note_append--duplicate_p1,True,global_bijection,identity,False,False,False,False,False,False,False
git,note_append,not_target_equal,duplicate_p2,service,note_append--duplicate_p2,True,global_bijection,identity,False,False,False,False,False,False,False
git,note_append,not_target_equal,duplicate_both,service,note_append--duplicate_both,True,global_bijection,identity,False,False,False,False,False,False,False
git,note_append,not_target_equal,forbidden_p1,service,note_append--forbidden_p1,True,global_bijection,identity,False,False,False,False,False,False,False
git,note_append,not_target_equal,forbidden_p2,service,note_append--forbidden_p2,True,global_bijection,identity,False,False,False,False,False,False,False
git,note_append,not_target_equal,forbidden_both,service,note_append--forbidden_both,True,global_bijection,identity,False,False,False,False,False,False,False
git,note_append,not_target_equal,target_constant_p1_0,service,note_append--target_constant_p1_0,True,global_bijection,identity,True,True,True,True,False,True,True
git,note_append,not_target_equal,target_constant_p1_1,service,note_append--target_constant_p1_1,True,global_bijection,identity,False,False,False,True,False,False,False
git,note_append,not_target_equal,target_constant_p2_0,service,note_append--target_constant_p2_0,True,global_bijection,identity,False,False,False,True,False,False,False
git,note_append,not_target_equal,target_constant_p2_1,service,note_append--target_constant_p2_1,True,global_bijection,identity,True,True,True,True,False,True,True
git,note_append,not_target_equal,target_constant_both_0,service,note_append--target_constant_both_0,True,global_bijection,identity,False,False,False,True,False,False,False
git,note_append,not_target_equal,target_constant_both_1,service,note_append--target_constant_both_1,True,global_bijection,identity,False,False,False,True,False,False,False
git,note_append,not_target_equal,payload_constant_p1_0,service,note_append--payload_constant_p1_0,True,global_bijection,identity,True,True,True,True,False,True,True
git,note_append,not_target_equal,payload_constant_p1_1,service,note_append--payload_constant_p1_1,True,global_bijection,identity,True,True,True,True,False,True,True
git,note_append,not_target_equal,payload_constant_p2_0,service,note_append--payload_constant_p2_0,True,global_bijection,identity,True,True,True,True,False,True,True
git,note_append,not_target_equal,payload_constant_p2_1,service,note_append--payload_constant_p2_1,True,global_bijection,identity,True,True,True,True,False,True,True
git,note_append,not_target_equal,payload_constant_both_0,service,note_append--payload_constant_both_0,True,global_bijection,identity,True,True,True,True,False,True,True
git,note_append,not_target_equal,payload_constant_both_1,service,note_append--payload_constant_both_1,True,global_bijection,identity,True,True,True,True,False,True,True
git,note_append,not_target_equal,target_flip_p1,service,note_append--target_flip_p1,True,global_bijection,identity,False,False,False,True,False,False,False
git,note_append,not_target_equal,target_flip_p2,service,note_append--target_flip_p2,True,global_bijection,identity,False,False,False,True,False,False,False
git,note_append,not_target_equal,target_flip_both,service,note_append--target_flip_both,True,global_bijection,identity,True,True,True,True,False,True,True
git,note_append,not_target_equal,payload_flip_p1,service,note_append--payload_flip_p1,True,global_bijection,identity,True,True,True,True,False,True,True
git,note_append,not_target_equal,payload_flip_p2,service,note_append--payload_flip_p2,True,global_bijection,identity,True,True,True,True,False,True,True
git,note_append,not_target_equal,payload_flip_both,service,note_append--payload_flip_both,True,global_bijection,identity,True,True,True,True,False,True,True
git,note_append,not_target_equal,target_from_payload_p1,service,note_append--target_from_payload_p1,True,global_bijection,identity,True,True,True,True,False,True,True
git,note_append,not_target_equal,target_from_payload_p2,service,note_append--target_from_payload_p2,True,global_bijection,identity,True,True,True,True,False,True,True
git,note_append,not_target_equal,target_from_payload_both,service,note_append--target_from_payload_both,True,global_bijection,identity,True,True,True,True,False,True,True
git,note_append,not_target_equal,payload_from_target_p1,service,note_append--payload_from_target_p1,True,global_bijection,identity,True,True,True,True,False,True,True
git,note_append,not_target_equal,payload_from_target_p2,service,note_append--payload_from_target_p2,True,global_bijection,identity,True,True,True,True,False,True,True
git,note_append,not_target_equal,payload_from_target_both,service,note_append--payload_from_target_both,True,global_bijection,identity,True,True,True,True,False,True,True
git,note_append,not_target_equal,observer_drop_p1,observer_loss,note_append--observer_drop_p1,True,global_bijection,identity,False,False,False,False,False,True,True
git,note_append,not_target_equal,observer_retry_duplicate_p1,observer_retry,note_append--observer_retry_duplicate_p1,True,global_bijection,identity,False,False,False,False,False,True,True
git,note_append,not_target_equal,undeclared_probe_local_projection,projection,note_append--undeclared_probe_local_projection,True,global_bijection,identity,False,False,False,True,False,True,True
git,note_append,not_target_equal,masked_missing_p1,observer_masking,note_append--masked_missing_p1,True,global_bijection,identity,True,True,True,True,False,False,False
git,note_append,not_target_equal,masked_duplicate_p1,observer_masking,note_append--masked_duplicate_p1,True,global_bijection,identity,True,True,True,True,False,False,False
git,note_append,not_target_equal,masked_target_flip_p1,observer_masking,note_append--masked_target_flip_p1,True,global_bijection,identity,True,True,True,True,False,False,False
git,note_append,not_target_equal,masked_forbidden_p1,observer_masking,note_append--masked_forbidden_p1,True,global_bijection,identity,True,True,True,True,False,False,False
git,token_rotate,cross_channel,clean,clean,token_rotate--clean,False,global_bijection,global_bijection,False,False,True,True,False,True,True
git,token_rotate,cross_channel,missing_p1,service,token_rotate--missing_p1,False,global_bijection,global_bijection,False,False,False,False,False,False,False
git,token_rotate,cross_channel,missing_p2,service,token_rotate--missing_p2,False,global_bijection,global_bijection,False,False,False,False,False,False,False
git,token_rotate,cross_channel,missing_both,service,token_rotate--missing_both,False,global_bijection,global_bijection,False,False,False,False,False,False,False
git,token_rotate,cross_channel,duplicate_p1,service,token_rotate--duplicate_p1,False,global_bijection,global_bijection,False,False,False,False,False,False,False
git,token_rotate,cross_channel,duplicate_p2,service,token_rotate--duplicate_p2,False,global_bijection,global_bijection,False,False,False,False,False,False,False
git,token_rotate,cross_channel,duplicate_both,service,token_rotate--duplicate_both,False,global_bijection,global_bijection,False,False,False,False,False,False,False
git,token_rotate,cross_channel,forbidden_p1,service,token_rotate--forbidden_p1,False,global_bijection,global_bijection,False,False,False,False,False,False,False
git,token_rotate,cross_channel,forbidden_p2,service,token_rotate--forbidden_p2,False,global_bijection,global_bijection,False,False,False,False,False,False,False
git,token_rotate,cross_channel,forbidden_both,service,token_rotate--forbidden_both,False,global_bijection,global_bijection,False,False,False,False,False,False,False
git,token_rotate,cross_channel,target_constant_p1_0,service,token_rotate--target_constant_p1_0,False,global_bijection,global_bijection,False,False,True,True,False,True,True
git,token_rotate,cross_channel,target_constant_p1_1,service,token_rotate--target_constant_p1_1,False,global_bijection,global_bijection,False,False,False,True,False,False,False
git,token_rotate,cross_channel,target_constant_p2_0,service,token_rotate--target_constant_p2_0,False,global_bijection,global_bijection,False,False,True,True,False,True,True
git,token_rotate,cross_channel,target_constant_p2_1,service,token_rotate--target_constant_p2_1,False,global_bijection,global_bijection,False,False,True,True,False,True,True
git,token_rotate,cross_channel,target_constant_both_0,service,token_rotate--target_constant_both_0,False,global_bijection,global_bijection,False,False,True,True,False,True,True
git,token_rotate,cross_channel,target_constant_both_1,service,token_rotate--target_constant_both_1,False,global_bijection,global_bijection,False,False,False,True,False,False,False
git,token_rotate,cross_channel,payload_constant_p1_0,service,token_rotate--payload_constant_p1_0,False,global_bijection,global_bijection,False,False,True,True,False,True,True
git,token_rotate,cross_channel,payload_constant_p1_1,service,token_rotate--payload_constant_p1_1,False,global_bijection,global_bijection,False,False,False,True,False,False,False
git,token_rotate,cross_channel,payload_constant_p2_0,service,token_rotate--payload_constant_p2_0,False,global_bijection,global_bijection,False,False,True,True,False,True,True
git,token_rotate,cross_channel,payload_constant_p2_1,service,token_rotate--payload_constant_p2_1,False,global_bijection,global_bijection,False,False,True,True,False,True,True
git,token_rotate,cross_channel,payload_constant_both_0,service,token_rotate--payload_constant_both_0,False,global_bijection,global_bijection,False,False,True,True,False,True,True
git,token_rotate,cross_channel,payload_constant_both_1,service,token_rotate--payload_constant_both_1,False,global_bijection,global_bijection,False,False,False,True,False,False,False
git,token_rotate,cross_channel,target_flip_p1,service,token_rotate--target_flip_p1,False,global_bijection,global_bijection,False,False,False,True,False,False,False
git,token_rotate,cross_channel,target_flip_p2,service,token_rotate--target_flip_p2,False,global_bijection,global_bijection,False,False,True,True,False,True,True
git,token_rotate,cross_channel,target_flip_both,service,token_rotate--target_flip_both,False,global_bijection,global_bijection,False,False,False,True,False,False,False
git,token_rotate,cross_channel,payload_flip_p1,service,token_rotate--payload_flip_p1,False,global_bijection,global_bijection,False,False,False,True,False,False,False
git,token_rotate,cross_channel,payload_flip_p2,service,token_rotate--payload_flip_p2,False,global_bijection,global_bijection,False,False,True,True,False,True,True
git,token_rotate,cross_channel,payload_flip_both,service,token_rotate--payload_flip_both,False,global_bijection,global_bijection,False,False,False,True,False,False,False
git,token_rotate,cross_channel,target_from_payload_p1,service,token_rotate--target_from_payload_p1,False,global_bijection,global_bijection,False,False,True,True,False,True,True
git,token_rotate,cross_channel,target_from_payload_p2,service,token_rotate--target_from_payload_p2,False,global_bijection,global_bijection,False,False,True,True,False,True,True
git,token_rotate,cross_channel,target_from_payload_both,service,token_rotate--target_from_payload_both,False,global_bijection,global_bijection,False,False,True,True,False,True,True
git,token_rotate,cross_channel,payload_from_target_p1,service,token_rotate--payload_from_target_p1,False,global_bijection,global_bijection,False,False,True,True,False,True,True
git,token_rotate,cross_channel,payload_from_target_p2,service,token_rotate--payload_from_target_p2,False,global_bijection,global_bijection,False,False,True,True,False,True,True
git,token_rotate,cross_channel,payload_from_target_both,service,token_rotate--payload_from_target_both,False,global_bijection,global_bijection,False,False,True,True,False,True,True
git,token_rotate,cross_channel,observer_drop_p1,observer_loss,token_rotate--observer_drop_p1,False,global_bijection,global_bijection,False,False,False,False,False,True,True
git,token_rotate,cross_channel,observer_retry_duplicate_p1,observer_retry,token_rotate--observer_retry_duplicate_p1,False,global_bijection,global_bijection,False,False,False,False,False,True,True
git,token_rotate,cross_channel,undeclared_probe_local_projection,projection,token_rotate--undeclared_probe_local_projection,False,global_bijection,global_bijection,False,False,True,True,False,True,True
git,token_rotate,cross_channel,masked_missing_p1,observer_masking,token_rotate--masked_missing_p1,False,global_bijection,global_bijection,False,False,True,True,False,False,False
git,token_rotate,cross_channel,masked_duplicate_p1,observer_masking,token_rotate--masked_duplicate_p1,False,global_bijection,global_bijection,False,False,True,True,False,False,False
git,token_rotate,cross_channel,masked_target_flip_p1,observer_masking,token_rotate--masked_target_flip_p1,False,global_bijection,global_bijection,False,False,True,True,False,False,False
git,token_rotate,cross_channel,masked_forbidden_p1,observer_masking,token_rotate--masked_forbidden_p1,False,global_bijection,global_bijection,False,False,True,True,False,False,False
